year,gdp_per_capita_yearly_growth,name,year_total_gdp,current_total_gdp,iso3166_1_alpha2,population_total,income_per_person,life_expectancy_at_birth,life_expectancy_years,yearly_co2_emissions_1000_tonnes,democracy_score_use_as_color,agriculture_percent_of_gdp,industry_percent_of_gdp,services_percent_of_gdp,agriculture_workers_percent_of_employment,industry_workers_percent_of_employment,service_workers_percent_of_employment,self_employed_percent_of_employment,electricity_generation_per_person,natural_gas_production_per_person,hydro_power_generation_per_person,nuclear_power_generation_per_person,oil_production_per_person,electricity_use_per_person,residential_electricity_use_per_person,working_hours_per_week,gdpperworking_hour_us_inflation_adjusted,latitude,longitude
1928,-0.6143,Spain,105100000000,1454000000000,ES,23046976,4700,48.54,48.54,21532.624,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1929,5.998,Spain,112500000000,1454000000000,ES,23280341,4982,49.35,49.35,23996.848,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1930,-4.327,Spain,108800000000,1454000000000,ES,23513706,4767,49.2,49.2,23663.151,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1931,-3.493,Spain,106000000000,1454000000000,ES,23743394,4600,49.11,49.11,22555.717,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1932,1.209,Spain,108300000000,1454000000000,ES,23969738,4656,51.05,51.05,21198.927,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1933,-2.872,Spain,106200000000,1454000000000,ES,24195079,4522,51.45,51.45,18727.369,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1934,2.81,Spain,110200000000,1454000000000,ES,24423095,4649,52.09,52.09,20267.509,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1935,1.056,Spain,112400000000,1454000000000,ES,24653117,4698,52.56,52.56,22478.71,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1936,-23,Spain,87350000000,1454000000000,ES,24885144,3618,50.74,50.74,8063.733,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1937,-9.104,Spain,80150000000,1454000000000,ES,25119178,3288,47.07,47.07,5251.144,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1938,-0.9708,Spain,80120000000,1454000000000,ES,25355552,3257,47.38,47.38,13234.203,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1939,6.95,Spain,86490000000,1454000000000,ES,25594267,3483,46.94,46.94,15731.43,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1940,8.657,Spain,94860000000,1454000000000,ES,25828300,3784,48.23,48.23,21642.634,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1941,-2.444,Spain,93340000000,1454000000000,ES,26050632,3692,47,47,21532.624,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1942,4.765,Spain,98550000000,1454000000000,ES,26261263,3868,52.3,52.3,23083.765,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1943,2.884,Spain,102200000000,1454000000000,ES,26466878,3979,54.66,54.66,23875.837,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1944,3.833,Spain,106900000000,1454000000000,ES,26674165,4132,56.06,56.06,25819.347,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1945,-7.479,Spain,99710000000,1454000000000,ES,26883124,3823,57.64,57.64,28298.239,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1946,3.676,Spain,104200000000,1454000000000,ES,27093420,3963,57.37,57.37,28118.556,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1947,0.8586,Spain,105900000000,1454000000000,ES,27305722,3997,59.12,59.12,31206.17,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1948,-0.5362,Spain,106200000000,1454000000000,ES,27519361,3976,61.05,61.05,32749.977,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1949,-1.414,Spain,105500000000,1454000000000,ES,27802454,3920,60.8,60.8,35793.587,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1950,1.585,Spain,108800000000,1454000000000,ES,28069735,3982,61.64,61.64,33072.673,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1951,9.024,Spain,119300000000,1454000000000,ES,28243635,4341,61.29,61.29,33153.347,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1952,7.206,Spain,128800000000,1454000000000,ES,28442373,4654,64.69,64.69,37645.422,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1953,-1.206,Spain,128100000000,1454000000000,ES,28658669,4598,65.56,65.56,38976.543,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1954,6.645,Spain,137700000000,1454000000000,ES,28887349,4903,66.75,66.75,39772.282,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1955,3.069,Spain,143100000000,1454000000000,ES,29125354,5054,66.52,66.52,40322.332,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1956,7.182,Spain,154600000000,1454000000000,ES,29371821,5417,66.55,66.55,42386.853,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1957,2.292,Spain,159500000000,1454000000000,ES,29628012,5541,66.39,66.39,50274.57,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1958,3.404,Spain,166400000000,1454000000000,ES,29896928,5730,68.57,68.57,55940.085,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1959,-3.155,Spain,162600000000,1454000000000,ES,30182782,5549,68.49,68.49,52144.74,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-4
1960,0.6949,Spain,165400000000,1454000000000,ES,30489242,5588,68.98,68.98,48928.781,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.04417,NA,NA,494.7956,64.14,NA,NA,40,-4
1961,11.86,Spain,186900000000,1454000000000,ES,30817570,6250,69.37,69.37,53677.546,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.04471,NA,NA,550.43633,74.99,NA,NA,40,-4
1962,10.58,Spain,209000000000,1454000000000,ES,31165075,6912,69.39,69.39,60054.459,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.04448,NA,NA,613.24745,77.3,NA,NA,40,-4
1963,9.26,Spain,230900000000,1454000000000,ES,31524385,7552,69.55,69.55,58822.347,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.05786,NA,NA,663.93685,92.32,NA,NA,40,-4
1964,8.758,Spain,253900000000,1454000000000,ES,31885404,8213,70.27,70.27,64410.855,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.05589,NA,NA,745.38437,92.11,NA,NA,40,-4
1965,5.477,Spain,270700000000,1454000000000,ES,32241041,8663,70.68,70.68,71117.798,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.05272,NA,NA,822.95674,102.6,NA,NA,40,-4
1966,6.247,Spain,290600000000,1454000000000,ES,32587244,9204,70.93,70.93,77729.399,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.07224,NA,NA,925.93069,127.4,NA,NA,40,-4
1967,5.422,Spain,309500000000,1454000000000,ES,32926306,9703,71.12,71.12,86519.198,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.05945,NA,NA,1033.07697,164.3,NA,NA,40,-4
1968,4.763,Spain,327400000000,1454000000000,ES,33265172,10170,71.4,71.4,97157.165,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.06336,2.2e-4,NA,1154.52678,192.1,NA,NA,40,-4
1969,7.943,Spain,357100000000,1454000000000,ES,33614194,10970,70.93,70.93,96882.14,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,0.0787,0.00213,NA,1293.58961,225.4,NA,NA,40,-4
1970,4.759,Spain,378000000000,1454000000000,ES,33980276,11490,71.91,71.91,116929.629,-7,-1,-1,-1,29.46,37.2,33.34,-1,NA,NA,0.07067,0.00235,NA,1415.84102,262.1,NA,NA,40,-4
1971,4.737,Spain,400300000000,1454000000000,ES,34363917,12040,72.06,72.06,128682.364,-7,-1,-1,-1,28.43,37.32,34.26,-1,NA,NA,0.08007,0.00635,NA,1534.9827,266.5,NA,NA,40,-4
1972,7.265,Spain,434300000000,1454000000000,ES,34760522,12910,72.55,72.55,145026.183,-7,-1,-1,-1,25.66,36.31,38.04,-1,NA,NA,0.08826,0.01182,NA,1703.5083,291.8,NA,NA,40,-4
1973,7.917,Spain,474000000000,1454000000000,ES,35165557,13940,72.74,72.74,155367.123,-7,-1,-1,-1,24.34,36.69,38.97,-1,NA,NA,0.07113,0.0161,NA,1873.67742,311.6,NA,NA,40,-4
1974,6.371,Spain,509900000000,1454000000000,ES,35572476,14820,73.1,73.1,173152.073,-7,-1,-1,-1,23.17,37.11,39.72,-1,NA,NA,0.07436,0.01757,NA,2024.09527,323.8,NA,NA,40,-4
1975,2.416,Spain,528100000000,1454000000000,ES,35975317,15180,73.46,73.46,181644.845,-3,-1,-1,-1,22.05,38.27,39.68,-1,NA,NA,0.06271,0.01815,NA,2054.34324,348.8,NA,NA,40,-4
1976,3.031,Spain,549900000000,1454000000000,ES,36373100,15640,73.85,73.85,198443.372,1,-1,-1,-1,21.59,37.08,41.33,-1,NA,NA,0.04982,0.01798,NA,2256.14102,392.1,NA,NA,40,-4
1977,2.719,Spain,570800000000,1454000000000,ES,36763529,16070,74.19,74.19,195663.786,5,-1,-1,-1,21.12,37.16,41.66,-1,NA,NA,0.09335,0.01537,NA,2294.47389,395.6,41.6,NA,40,-4
1978,2.15,Spain,588800000000,1454000000000,ES,37137704,16410,74.53,74.53,200493.225,9,-1,-1,-1,-1,37,42.23,-1,NA,NA,0.09389,0.01784,NA,2399.0301,433.7,41.1,NA,40,-4
1979,0.4997,Spain,597100000000,1454000000000,ES,37484749,16500,74.94,74.94,203745.854,9,-1,-1,-1,19.97,36.44,43.54,-1,NA,NA,0.1073,0.01549,NA,2528.94962,476.6,40,NA,40,-4
1980,1.482,Spain,610800000000,1454000000000,ES,37796795,16740,75.37,75.37,215003.544,9,-1,-1,-1,19.27,35.93,44.73,-1,NA,NA,0.06776,0.01189,NA,2644.22298,522,39.7,14.09,40,-4
1981,-0.1825,Spain,614000000000,1454000000000,ES,38071262,16710,75.61,75.61,207288.176,9,-1,-1,-1,18.76,35.16,45.99,-1,NA,NA,0.04997,0.02179,NA,2671.28329,539.8,39.1,14.79,40,-4
1982,1.168,Spain,624900000000,1454000000000,ES,38309711,16900,75.98,75.98,209906.414,10,-1,-1,-1,18.53,33.96,47.39,-1,NA,NA,0.05961,0.01985,NA,2658.24167,534.4,39.1,15.37,40,-4
1983,1.989,Spain,640600000000,1454000000000,ES,38514061,17240,76.07,76.07,204867.956,10,-1,-1,-1,18.72,33.42,47.74,-1,NA,NA,0.06092,0.02401,NA,2792.15986,571.5,38.4,16.1,40,-4
1984,0.9831,Spain,649600000000,1454000000000,ES,38688120,17410,76.31,76.31,198953.085,10,-1,-1,-1,18.49,32.62,48.68,-1,NA,NA,0.07061,0.05177,NA,2903.33794,611.8,37.6,17.22,40,-4
1985,1.576,Spain,662200000000,1454000000000,ES,38835884,17680,76.43,76.43,201233.959,10,-1,-1,-1,18.32,31.66,49.84,-1,3558.04956,NA,0.06992,0.06267,NA,2975.08323,603.5,38.2,17.9,40,-4
1986,2.841,Spain,683000000000,1454000000000,ES,38958074,18190,76.6,76.6,190467.647,10,-1,-1,-1,-1,31.8,51.87,-1,3596.43036,NA,0.05904,0.08347,NA,3004.27963,643,NA,18.3,40,-4
1987,5.222,Spain,720200000000,1454000000000,ES,39057213,19140,76.79,76.79,190878.351,10,-1,-1,-1,-1,32.39,52.4,-1,3705.07747,NA,0.06088,0.09176,NA,3094.08226,683.1,NA,18.55,40,-4
1988,4.999,Spain,757700000000,1454000000000,ES,39141605,20090,76.91,76.91,199033.759,10,-1,-1,-1,-1,32.57,53.16,-1,3868.51791,NA,0.07822,0.112,NA,3217.94816,693.4,NA,18.89,40,-4
1989,4.849,Spain,795800000000,1454000000000,ES,39221740,21070,77.01,77.01,226671.938,10,-1,-1,-1,-1,32.68,54.16,-1,4089.31373,NA,0.04286,0.1243,NA,3442.94871,752.9,NA,19.34,40,-4
1990,4.086,Spain,829900000000,1454000000000,ES,39306102,21930,77.11,77.11,218597.204,10,-1,-1,-1,11.84,33.5,54.58,-1,4188.15379,NA,0.05619,0.12,NA,3536.74997,767.8,NA,19.73,40,-4
1991,2.258,Spain,850600000000,1454000000000,ES,39403200,22420,77.3,77.3,225634.177,10,-1,-1,-1,10.66,33.04,56.06,25.44,4319.95371,NA,0.06018,0.1226,NA,3607.70014,783,NA,20,40,-4
1992,0.7046,Spain,859000000000,1454000000000,ES,39515511,22580,77.51,77.51,233921.597,10,-1,-1,-1,9.72,32.8,57.48,25.55,4385.11348,NA,0.04162,0.1227,NA,3690.591,794.3,38.7952,20.69,40,-4
1993,-1.227,Spain,851000000000,1454000000000,ES,39638635,22300,77.69,77.69,219253.597,10,-1,-1,-1,9.78,31.04,59.18,25.898,4308.17055,NA,0.05347,0.123,NA,3638.52663,816.8,39.4768,21.5,40,-4
1994,2.22,Spain,872400000000,1454000000000,ES,39764562,22800,77.94,77.94,233404.55,10,-1,-1,-1,9.49,30.26,60.25,25.961,4314.64579,NA,0.06163,0.121,NA,3756.0392,876.2,39.0698,22.17,40,-4
1995,2.606,Spain,897600000000,1454000000000,ES,39890498,23390,78.15,78.15,241611.296,10,3.89017,28.36305,60.2218,8.99,30.2,60.81,25.162,4485.27867,NA,0.0504,0.1209,NA,3917.32464,905.5,38.5218,22.24,40,-4
1996,2.271,Spain,920200000000,1454000000000,ES,40009324,23930,78.36,78.36,233305.541,10,4.39269,28.08304,59.74319,8.36,29.47,62.17,24.772,4707.15276,NA,0.0866,0.1226,NA,4008.93942,942.7,38.181,22.21,40,-4
1997,3.731,Spain,956700000000,1454000000000,ES,40131560,24820,78.7,78.7,252073.247,10,4.29998,28.02496,59.42334,8.04,29.91,62.04,23.685,5009.2745,NA,0.0755,0.12,NA,4324.42065,1006,38.5126,22.24,40,-4
1998,4.346,Spain,1001000000000,1454000000000,ES,40292642,25900,78.92,78.92,261541.441,10,4.1551,27.84572,59.2511,7.7,30.51,61.79,22.736,5107.13594,NA,0.07359,0.1277,NA,4479.04732,1045,38.6926,22.11,40,-4
1999,4.464,Spain,1052000000000,1454000000000,ES,40539723,27050,79.1,79.1,282355.333,10,3.81447,27.85387,59.01372,7.21,30.68,62.11,21.459,5356.96803,NA,0.04921,0.1267,NA,4820.67503,1138,39.7894,21.91,40,-4
2000,5.043,Spain,1114000000000,1454000000000,ES,40903711,28420,79.39,79.39,294434.431,10,3.73849,27.88503,59.10313,6.69,30.83,62.48,20.137,5672.59044,NA,0.06311,0.1328,NA,5167.80967,1090,38.6865,21.87,40,-4
2001,3.467,Spain,1167000000000,1454000000000,ES,41392103,29400,79.66,79.66,297830.073,10,3.65003,27.89652,59.48968,6.55,31.46,61.99,19.972,5855.46475,NA,0.08653,0.1344,NA,5422.51569,1240,38.5865,21.87,40,-4
2002,2.534,Spain,1214000000000,1454000000000,ES,41985520,30150,79.82,79.82,314518.59,10,3.45541,27.77183,59.84321,6,31.04,62.96,18.893,5873.92987,NA,0.04764,0.131,NA,5576.54626,1261,38.7123,22.08,40,-4
2003,2.935,Spain,1270000000000,1454000000000,ES,42653406,31030,79.97,79.97,321097.188,10,3.3817,27.46443,59.72143,5.7,30.71,63.58,18.152,6201.61494,NA,0.08397,0.1266,NA,5676.14049,1349,37.9371,21.86,40,-4
2004,3.101,Spain,1331000000000,1454000000000,ES,43351668,31990,80.24,80.24,339428.521,10,3.07376,27.10838,59.92408,5.48,30.21,64.31,18.095,6482.10353,NA,0.06374,0.128,NA,5892.30741,1441,38.5818,21.73,40,-4
2005,3.464,Spain,1398000000000,1454000000000,ES,44042632,33100,80.47,80.47,353462.13,10,2.71211,27.28447,59.65283,5.3,29.57,65.13,18.053,6680.79964,NA,0.03541,0.114,NA,6111.21922,1552,38.988,21.67,40,-4
2006,2.492,Spain,1453000000000,1454000000000,ES,44725532,33930,80.81,80.81,350037.152,10,2.35601,27.05486,59.88627,4.81,29.4,65.79,17.755,6771.74729,NA,0.05057,0.1175,NA,6105.07585,1751,38.8911,21.69,40,-4
2007,1.622,Spain,1497000000000,1454000000000,ES,45393858,34480,81.05,81.05,358236.564,10,2.4404,26.47068,61.10083,4.52,29.11,66.37,17.545,6877.80272,NA,0.0525,0.1062,NA,6054.37444,1764,38.7771,NA,40,-4
2008,-0.7001,Spain,1504000000000,1454000000000,ES,45997806,34240,81.34,81.34,329285.599,10,2.28995,26.61291,62.98228,4.05,27.83,68.12,17.613,6910.32959,NA,0.04482,0.1123,NA,6025.77276,1780,38.6474,NA,40,-4
2009,-4.447,Spain,1453000000000,1454000000000,ES,46476072,32710,81.65,81.65,288237.201,10,2.18238,25.38969,65.66653,4.12,24.58,71.29,16.876,6375.32363,NA,0.04961,0.0994,NA,5652.59593,NA,38.1481,NA,40,-4
2010,-0.6322,Spain,1458000000000,1454000000000,ES,46788630,32510,81.94,81.94,270910.626,10,2.33622,23.82234,65.41799,4.2,22.97,72.83,16.732,6475.93229,NA,0.0789,0.1157,NA,5706.56306,NA,38.0033,NA,40,-4
2011,0.303,Spain,1474000000000,1454000000000,ES,46909138,32610,82.15,82.15,270547.593,10,2.27858,22.94654,66.6681,4.1,21.76,74.14,16.444,6219.68368,NA,0.05663,0.1067,NA,5599.37737,NA,37.8385,NA,40,-4
2012,-1.706,Spain,1459000000000,1454000000000,ES,46857404,32050,82.29,82.29,264779.402,NA,2.30993,22.03171,67.40411,4.22,20.67,75.11,17.358,6350.33046,NA,NA,NA,NA,5573.40118,NA,37.4632,NA,40,-4
2013,-0.8881,Spain,1454000000000,1454000000000,ES,46697553,31760,82.6,82.6,237034.88,NA,2.5104,21.24339,67.46414,4.3,19.75,75.95,17.915,6072.26678,NA,NA,NA,NA,5409.41134,NA,37.457,NA,40,-4
1801,0.4149,France,49540000000,2297000000000,FR,29447067,1927,36.37,36.37,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1802,0.4149,France,49900000000,2297000000000,FR,29539311,1930,34.38,34.38,2240.537,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1803,0.4149,France,50260000000,2297000000000,FR,29631843,1934,30.64,30.64,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1804,0.4149,France,50630000000,2297000000000,FR,29724666,1937,29.38,29.38,2178.198,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1805,0.4149,France,51000000000,2297000000000,FR,29817780,1941,34.88,34.88,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1806,0.4149,France,51370000000,2297000000000,FR,29911185,1944,35,35,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1807,0.4149,France,51740000000,2297000000000,FR,30004882,1948,34.2,34.2,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1808,0.4149,France,52120000000,2297000000000,FR,30098874,1952,34.5,34.5,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1809,0.4149,France,52500000000,2297000000000,FR,30193159,1955,35,35,NA,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1810,0.4149,France,52890000000,2297000000000,FR,30293172,1959,37.4,37.4,2123.193,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1811,0.4149,France,53270000000,2297000000000,FR,30393405,1962,36.1,36.1,2053.52,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1812,0.4149,France,53660000000,2297000000000,FR,30499974,1966,31.7,31.7,2218.535,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1813,0.4149,France,54050000000,2297000000000,FR,30612625,1970,31.2,31.2,2049.853,-8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1814,0.4149,France,54450000000,2297000000000,FR,30731442,1973,30.1,30.1,2093.857,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1815,0.4149,France,54840000000,2297000000000,FR,30856458,1977,36.5,36.5,2343.213,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1816,0.4149,France,55240000000,2297000000000,FR,30985993,1981,40.04,40.04,2500.894,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1817,0.4149,France,55650000000,2297000000000,FR,31120079,1984,39.18,39.18,2662.242,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1818,0.4149,France,56050000000,2297000000000,FR,31258751,1988,38.53,38.53,2383.55,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1819,0.4149,France,56460000000,2297000000000,FR,31402043,1992,37.25,37.25,2559.566,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1820,0.4149,France,56870000000,2297000000000,FR,31549988,1995,39.21,39.21,2904.264,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1821,6.431,France,60940000000,2297000000000,FR,31700048,2119,39.83,39.83,3014.274,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1822,-7.242,France,56930000000,2297000000000,FR,31853161,1961,38.3,38.3,3171.955,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1823,-0.2983,France,57150000000,2297000000000,FR,32007457,1950,39.97,39.97,3171.955,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1824,-2.272,France,56240000000,2297000000000,FR,32163920,1902,39.14,39.14,3520.32,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1825,0.7259,France,57040000000,2297000000000,FR,32322538,1911,38.53,38.53,3960.36,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1826,3.146,France,59180000000,2297000000000,FR,32485056,1967,37.76,37.76,4092.372,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1827,0.699,France,59940000000,2297000000000,FR,32651510,1976,39.35,39.35,5914.871,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1828,-6.142,France,56580000000,2297000000000,FR,32821931,1850,37.53,37.53,6248.568,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1829,5.669,France,60140000000,2297000000000,FR,32996353,1951,39.36,39.36,6079.886,-4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1830,-1.8,France,59400000000,2297000000000,FR,33174810,1911,39.56,39.56,6556.596,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1831,-0.6784,France,59240000000,2297000000000,FR,33356190,1894,39.65,39.65,6057.884,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1832,7.329,France,63890000000,2297000000000,FR,33535143,2028,35.81,35.81,6684.941,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1833,-0.03621,France,64090000000,2297000000000,FR,33711000,2023,38.83,38.83,7253.326,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1834,-1.165,France,63610000000,2297000000000,FR,33884048,1994,35.01,35.01,8929.145,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1835,5.276,France,67240000000,2297000000000,FR,34054190,2095,39.48,39.48,9266.509,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1836,1.945,France,68910000000,2297000000000,FR,34219857,2131,41.95,41.95,10645.301,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1837,1.258,France,70140000000,2297000000000,FR,34382762,2152,39.38,39.38,11360.366,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1838,2.191,France,72050000000,2297000000000,FR,34542857,2195,39.33,39.33,11877.413,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1839,-1.522,France,71330000000,2297000000000,FR,34700095,2156,40.91,40.91,11580.386,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1840,7.673,France,77210000000,2297000000000,FR,34854476,2316,40.37,40.37,11807.74,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1841,-2.784,France,75400000000,2297000000000,FR,35005857,2247,40.68,40.68,13831.924,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
1842,-1.898,France,74300000000,2297000000000,FR,35156810,2199,40.01,40.01,14539.655,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2
